,date_combined,co2_flux(µmol/s/m^2),qc_co2_flux,Rg(W/m^2),Tair(degC)
,41363.395833333336,-0.377176835,0.0,285.5,1.64
,41363.416666666664,-0.688141853,1.0,436.0,2.1
,41363.4375,0.705165463,0.0,361.1,2.46
,41363.458333333336,3.986013551,0.0,287.29,2.87
,41363.479166666664,-0.828096914,0.0,338.9,3.28
,41363.5,0.338708072,0.0,173.36,2.97
,41363.520833333336,-0.255315717,0.0,205.21,3.23
,41363.541666666664,-0.25409948,0.0,345.7,3.23
,41363.5625,1.134685187,1.0,132.79,3.38
,41363.583333333336,0.29352212,0.0,209.79,3.38
,41363.604166666664,0.443558728,1.0,180.29,3.58
,41363.625,0.877468817,1.0,337.7,4.25
,41363.645833333336,0.233726861,2.0,302.9,4.3
,41363.666666666664,0.518442927,1.0,164.29,4.25
,41363.6875,1.355527116,1.0,293.1,4.35
,41363.708333333336,-1.628621634,1.0,35.5,3.74
,41363.729166666664,0.898547638,0.0,24.07,2.76
,41363.75,0.475892353,1.0,30.14,2.82
,41363.770833333336,0.683642286,1.0,7.57,2.87
,41363.791666666664,5.171470963,1.0,-1.0,2.61
,41363.8125,-0.593695445,1.0,-1.57,2.0
,41363.833333333336,0.767450838,1.0,-1.0,1.79
,41363.854166666664,1.145612485,0.0,-1.0,1.69
,41363.875,0.633171713,1.0,-1.29,1.54
,41363.895833333336,0.0549,2.0,-2.71,1.38
,41363.916666666664,0.0249,1.0,-5.29,1.08
,41363.9375,0.116716664,0.0,-5.57,0.15
,41363.958333333336,-0.233996766,1.0,-5.0,-0.15
,41363.979166666664,-3.002490514,1.0,-3.29,-0.61
,41364.0,-1.460664216,1.0,-2.71,-1.02
,41364.020833333336,0.452170738,2.0,-3.57,-1.38
,41364.041666666664,-3.427709372,2.0,-5.0,-1.54
,41364.0625,2.373413404,0.0,-5.29,-1.84
,41364.083333333336,-2.598294605,1.0,-5.57,-1.54
,41364.104166666664,2.378030083,1.0,-6.14,-1.54
,41364.125,1.532208025,0.0,-5.86,-1.74
,41364.145833333336,1.338800961,0.0,-5.57,-1.43
,41364.166666666664,-0.450278773,1.0,-5.57,-1.79
,41364.1875,2.000625835,1.0,-5.86,-2.51
,41364.208333333336,4.198969597,0.0,-5.29,-3.23
,41364.229166666664,4.790782165,0.0,-4.43,-2.92
,41364.25,1.404024445,0.0,8.71,-2.87
,41364.270833333336,0.594470477,0.0,60.29,-2.76
,41364.291666666664,-1.989272352,1.0,137.93,-2.41
,41364.3125,2.510900262,1.0,227.0,-1.54
,41364.333333333336,9.153647126,0.0,321.1,-0.36
,41364.354166666664,1.65550457,0.0,416.0,0.41
,41364.375,4.464315071,0.0,501.1,1.33
,41364.395833333336,-6.958084988,2.0,409.7,2.15
,41364.416666666664,1.572316837,1.0,382.9,2.2
,41364.4375,3.396727208,1.0,413.1,2.66
,41364.458333333336,-2.967148336,2.0,409.7,3.02
,41364.479166666664,-9.325088905,1.0,489.7,3.48
,41364.5,-0.0922,1.0,716.6,3.89
,41364.520833333336,1.962795156,1.0,512.0,4.1
,41364.541666666664,2.33389684,0.0,292.6,3.84
,41364.5625,-0.221852671,2.0,344.6,3.69
,41364.583333333336,0.389564941,1.0,334.3,3.69
,41364.604166666664,3.173950786,1.0,231.14,3.58
,41364.625,-0.87653317,2.0,157.57,3.64
,41364.645833333336,1.035214217,1.0,127.21,3.33
,41364.666666666664,-0.470360781,0.0,168.0,3.23
,41364.6875,0.540976325,0.0,115.43,3.17
,41364.708333333336,0.777822339,1.0,105.43,3.23
,41364.729166666664,0.396739644,1.0,63.93,3.02
,41364.75,1.395584916,1.0,69.36,2.97
,41364.770833333336,0.843390664,0.0,9.57,2.51
,41364.791666666664,0.30762544,0.0,-2.43,2.05
,41364.8125,0.730191495,1.0,-4.43,1.69
,41364.833333333336,0.43779652,0.0,-5.29,1.33
,41364.854166666664,0.284806634,1.0,-5.0,0.82
,41364.875,0.901015076,1.0,-4.71,0.41
,41364.895833333336,-0.972672303,1.0,-4.14,0.15
,41364.916666666664,-0.186852057,0.0,-1.29,-0.15
,41364.9375,0.602976463,0.0,-0.71,-0.05
,41364.958333333336,2.88122906,1.0,-1.0,0.31
,41364.979166666664,1.208584868,0.0,-3.0,0.46
,41365.0,2.830709431,1.0,-4.14,0.15
,41365.020833333336,-0.443815092,1.0,-1.0,0.0
,41365.041666666664,-1.959963481,2.0,-1.0,0.2
,41365.0625,1.98347544,1.0,-1.0,0.15
,41365.083333333336,2.476051486,1.0,-1.0,0.15
,41365.104166666664,1.59245628,0.0,-1.0,0.2
,41365.125,1.510518186,0.0,-1.0,0.26
,41365.145833333336,1.509369101,0.0,-1.0,0.41
,41365.166666666664,0.681599065,0.0,-1.29,0.46
,41365.1875,0.669020236,0.0,-1.0,0.46
,41365.208333333336,0.623204193,0.0,-1.29,0.51
,41365.229166666664,0.409573684,1.0,-1.0,0.56
,41365.25,0.53608139,0.0,3.0,0.51
,41365.270833333336,0.567779126,1.0,16.64,0.67
,41365.291666666664,0.756786443,0.0,31.43,0.92
,41365.3125,0.879567611,1.0,40.0,1.23
,41365.333333333336,1.993100247,1.0,64.57,1.48
,41365.354166666664,1.185746652,0.0,88.79,1.64
,41365.375,1.485646026,0.0,93.07,1.89
,41365.395833333336,1.073200651,1.0,138.0,2.0
,41365.416666666664,0.489819518,0.0,144.14,2.25
,41365.4375,0.557908405,0.0,146.5,2.41
,41365.458333333336,1.647965025,1.0,144.29,2.66
,41365.479166666664,-0.449328383,0.0,187.79,2.66
,41365.5,1.541377292,1.0,194.36,2.87
,41365.520833333336,-4.033616429,1.0,261.21,3.02
,41365.541666666664,-0.333389429,1.0,295.4,3.38
,41365.5625,0.847531112,0.0,418.3,3.58
,41365.583333333336,-1.549050747,1.0,449.1,3.89
,41365.604166666664,0.568629962,0.0,542.9,4.4
,41365.625,0.501517487,0.0,435.4,4.51
,41365.645833333336,2.545043863,1.0,424.6,4.56
,41365.666666666664,-1.340289155,2.0,397.1,4.4
,41365.6875,-0.844597156,0.0,345.7,4.35
,41365.708333333336,-2.276209388,1.0,255.21,3.94
,41365.729166666664,-0.907529454,1.0,167.57,3.64
,41365.75,0.662076838,0.0,83.07,3.28
,41365.770833333336,-0.340395821,2.0,19.86,2.87
,41365.791666666664,1.077989422,0.0,-3.29,2.46
,41365.8125,-0.52451363,1.0,-5.0,2.05
,41365.833333333336,0.811072338,0.0,-4.71,1.74
,41365.854166666664,0.441472051,1.0,-5.0,1.48
,41365.875,0.391613042,0.0,-5.29,1.13
,41365.895833333336,0.771734376,1.0,-4.71,1.02
,41365.916666666664,1.387089146,0.0,-5.0,0.87
,41365.9375,-1.390597135,1.0,-5.0,0.67
,41365.958333333336,0.991670307,0.0,-5.0,0.36
,41365.979166666664,1.741997292,1.0,-5.0,0.2
,41366.0,1.309010076,0.0,-5.0,0.05
,41366.020833333336,0.625468291,1.0,-5.0,-0.15
,41366.041666666664,0.760321619,0.0,-5.0,-0.31
,41366.0625,1.511303181,0.0,-5.0,-0.36
,41366.083333333336,1.360011,0.0,-5.0,-0.61
,41366.104166666664,0.825076401,0.0,-5.0,-0.82
,41366.125,0.900215332,0.0,-5.0,-0.97
,41366.145833333336,0.883659575,0.0,-5.0,-1.02
,41366.166666666664,0.764852118,0.0,-5.0,-1.13
,41366.1875,0.362450664,1.0,-5.29,-1.28
,41366.208333333336,1.058188711,0.0,-5.0,-1.38
,41366.229166666664,1.043922771,0.0,-3.86,-1.33
,41366.25,0.816964219,1.0,12.43,-1.18
,41366.270833333336,0.703262387,1.0,64.14,-0.82
,41366.291666666664,0.460351044,1.0,138.57,-0.36
,41366.3125,1.47968026,0.0,231.43,0.15
,41366.333333333336,0.609569733,0.0,327.4,0.92
,41366.354166666664,1.172646328,1.0,418.9,1.74
,41366.375,2.483762524,1.0,497.7,2.61
,41366.395833333336,0.805033557,1.0,576.6,3.33
,41366.416666666664,-6.194075247,0.0,662.9,4.35
,41366.4375,3.249625771,1.0,571.4,4.61
,41366.458333333336,-2.215788551,1.0,678.3,4.81
,41366.479166666664,-0.605613687,1.0,753.7,5.27
,41366.5,1.228055827,0.0,795.4,5.84
,41366.520833333336,1.302313556,1.0,796.0,5.73
,41366.541666666664,1.302222589,1.0,792.0,6.35
,41366.5625,0.62708239,0.0,750.3,6.4
,41366.583333333336,1.538762106,1.0,712.0,6.35
,41366.604166666664,0.781507428,0.0,658.9,6.35
,41366.625,1.624455347,1.0,592.6,6.55
,41366.645833333336,-0.815396013,2.0,528.6,6.4
,41366.666666666664,3.454317498,1.0,447.4,6.04
,41366.6875,-0.462279648,1.0,360.0,5.84
,41366.708333333336,1.345217637,1.0,264.71,5.79
,41366.729166666664,0.739647688,0.0,173.5,5.48
,41366.75,0.771719951,0.0,87.43,5.02
,41366.770833333336,0.777121315,0.0,21.93,4.51
,41366.791666666664,1.64229064,1.0,-3.29,3.89
,41366.8125,-0.401107932,1.0,-6.14,3.33
,41366.833333333336,-0.0682,2.0,-5.86,2.87
,41366.854166666664,-0.599940682,2.0,-5.86,2.51
,41366.875,1.173287984,0.0,-5.57,2.1
,41366.895833333336,1.072656484,0.0,-5.57,1.89
,41366.916666666664,2.453572035,1.0,-5.57,1.74
,41366.9375,0.607766731,2.0,-5.57,1.64
,41366.958333333336,1.086369203,0.0,-5.57,1.28
,41366.979166666664,0.906442374,0.0,-5.57,0.82
,41367.0,1.207092456,0.0,-5.57,0.46
,41367.020833333336,1.240267336,0.0,-5.57,0.05
,41367.041666666664,0.958571781,0.0,-5.57,-0.46
,41367.0625,0.778069093,0.0,-5.57,-0.72
,41367.083333333336,0.543982652,0.0,-5.57,-1.02
,41367.104166666664,0.883896987,0.0,-5.0,-1.02
,41367.125,0.904208712,0.0,-5.29,-1.33
,41367.145833333336,-0.435776548,0.0,-5.0,-1.43
,41367.166666666664,0.409486352,0.0,-5.0,-1.59
,41367.1875,0.524584368,0.0,-5.0,-1.74
,41367.208333333336,1.140536208,0.0,-4.43,-1.64
,41367.229166666664,0.807844424,0.0,-2.71,-1.48
,41367.25,0.941936181,1.0,10.64,-1.54
,41367.270833333336,0.418322341,0.0,40.79,-1.33
,41367.291666666664,1.197686936,1.0,79.93,-1.13
,41367.3125,0.682864417,0.0,122.0,-0.51
,41367.333333333336,0.450590979,2.0,113.36,0.46
,41367.354166666664,-4.305911198,1.0,160.43,1.28
,41367.375,-3.197822417,0.0,191.93,1.59
,41367.395833333336,-0.255685813,0.0,161.71,1.69
,41367.416666666664,0.96549326,0.0,170.64,1.84
,41367.4375,1.040082267,1.0,190.93,2.1
,41367.458333333336,2.936987956,1.0,233.0,2.41
,41367.479166666664,-0.443583245,1.0,290.57,2.66
,41367.5,-0.419387318,0.0,257.57,2.92
,41367.520833333336,0.584496045,0.0,209.29,2.87
,41367.541666666664,1.760151922,1.0,244.36,2.97
,41367.5625,0.694244504,0.0,294.9,3.07
,41367.583333333336,0.295043083,0.0,225.93,3.07
,41367.604166666664,0.419020941,1.0,241.5,3.12
,41367.625,-0.201761941,2.0,283.64,3.33
,41367.645833333336,-2.316735904,1.0,195.0,3.33
,41367.666666666664,1.629990193,1.0,141.86,2.82
,41367.6875,-1.315346662,2.0,85.71,2.87
,41367.708333333336,1.176870895,0.0,50.71,2.87
,41367.729166666664,1.085852148,1.0,23.07,2.87
,41367.75,0.634500486,1.0,16.36,2.82
,41367.770833333336,0.872615428,1.0,6.5,2.82
,41367.791666666664,1.672674109,0.0,-0.71,2.82
,41367.8125,1.778403478,0.0,-1.86,2.87
,41367.833333333336,1.765277242,0.0,-1.86,2.92
,41367.854166666664,1.64567033,1.0,-1.57,3.02
,41367.875,2.070918082,0.0,-1.29,3.07
,41367.895833333336,1.135884375,0.0,-1.29,2.92
,41367.916666666664,3.330225446,1.0,-1.57,2.61
,41367.9375,1.075778583,0.0,-2.71,2.2
,41367.958333333336,0.589189645,0.0,-2.71,2.0
,41367.979166666664,0.847750546,0.0,-2.14,1.74
,41368.0,0.752658645,0.0,-2.14,1.54
,41368.020833333336,0.950520937,0.0,-1.57,1.33
,41368.041666666664,1.578840885,0.0,-1.86,1.18
,41368.0625,0.605824169,0.0,-1.57,1.08
,41368.083333333336,1.353867064,0.0,-0.71,1.02
,41368.104166666664,0.847878016,0.0,-0.71,1.02
,41368.125,1.633359475,1.0,-0.71,0.97
,41368.145833333336,1.216223354,0.0,-1.0,0.82
,41368.166666666664,0.888947156,0.0,-1.0,0.67
,41368.1875,1.763843806,0.0,-0.43,0.72
,41368.208333333336,0.357792059,1.0,-0.71,0.67
,41368.229166666664,0.307901976,2.0,-0.14,0.61
,41368.25,-0.956950586,1.0,11.57,0.51
,41368.270833333336,0.775293405,0.0,23.14,0.72
,41368.291666666664,0.555760587,1.0,44.64,0.92
,41368.3125,0.782838152,1.0,40.79,1.23
,41368.333333333336,-0.495280812,0.0,91.5,1.54
,41368.354166666664,0.656336636,0.0,162.64,2.0
,41368.375,-0.573047648,0.0,94.43,2.0
,41368.395833333336,0.824786889,0.0,87.64,1.84
,41368.416666666664,-1.881158456,1.0,139.14,2.0
,41368.4375,-1.046206151,1.0,71.57,1.64
,41368.458333333336,-0.726812763,1.0,84.21,1.43
,41368.479166666664,-0.465909004,1.0,97.36,1.48
,41368.5,4.653878016,1.0,78.57,1.23
,41368.520833333336,0.420489962,1.0,59.07,0.87
,41368.541666666664,0.544957257,1.0,89.57,0.97
,41368.5625,-1.639034776,1.0,127.43,1.18
,41368.583333333336,-0.440959122,1.0,364.6,1.48
,41368.604166666664,-2.322807959,1.0,179.5,1.74
,41368.625,1.262531108,1.0,74.43,0.92
,41368.645833333336,-0.433091584,0.0,118.0,1.08
,41368.666666666664,1.154751587,0.0,49.36,1.59
,41368.6875,1.558426519,0.0,25.21,1.89
,41368.708333333336,1.123081934,0.0,25.64,2.0
,41368.729166666664,1.494131393,1.0,26.86,1.89
,41368.75,0.383880262,2.0,8.93,1.69
,41368.770833333336,1.689703353,0.0,2.43,1.95
,41368.791666666664,2.38475826,0.0,-0.43,2.15
,41368.8125,2.161623465,1.0,-2.71,2.15
,41368.833333333336,1.806447668,1.0,-5.0,1.79
,41368.854166666664,-1.155583308,1.0,-5.29,1.43
,41368.875,-1.688040928,1.0,-5.0,1.43
,41368.895833333336,2.167425439,0.0,-5.0,1.43
,41368.916666666664,1.656558133,0.0,-4.71,1.23
,41368.9375,-1.114415336,1.0,-4.43,1.08
,41368.958333333336,1.227823035,0.0,-3.29,0.92
,41368.979166666664,1.391948945,0.0,-1.57,0.82
,41369.0,0.979267302,0.0,-1.0,0.82
,41369.020833333336,-0.660913021,1.0,-0.71,0.82
,41369.041666666664,1.01006786,0.0,-0.71,0.77
,41369.0625,0.868385075,0.0,-0.71,0.82
,41369.083333333336,1.420893365,0.0,-0.71,0.92
,41369.104166666664,1.241539308,0.0,-0.71,1.02
,41369.125,1.370299913,0.0,-0.71,1.08
,41369.145833333336,1.314605124,1.0,-0.71,1.18
,41369.166666666664,1.668146396,0.0,-0.71,1.18
,41369.1875,1.707257935,0.0,-0.71,1.28
,41369.208333333336,-0.834734284,0.0,-0.71,1.43
,41369.229166666664,0.96006513,0.0,-0.43,1.59
,41369.25,0.785255544,1.0,3.5,1.69
,41369.270833333336,1.455379887,0.0,10.14,1.79
,41369.291666666664,1.463003956,0.0,24.86,1.84
,41369.3125,0.546520749,0.0,53.79,1.89
,41369.333333333336,-1.145923868,1.0,46.36,1.84
,41369.354166666664,0.327398186,0.0,62.07,1.84
,41369.375,0.117459863,2.0,117.86,2.05
,41369.395833333336,0.437804185,0.0,150.36,2.46
,41369.416666666664,-0.821794287,0.0,97.93,2.76
,41369.4375,0.510182576,1.0,102.57,2.76
,41369.458333333336,-0.539625098,1.0,61.36,3.02
,41369.479166666664,0.588596179,0.0,133.5,3.43
,41369.5,1.844070663,1.0,248.5,4.1
,41369.520833333336,-0.618481387,1.0,330.9,4.76
,41369.541666666664,-0.406068601,1.0,275.43,5.17
,41369.5625,0.589124123,0.0,290.64,5.53
,41369.583333333336,0.495307209,1.0,434.3,5.89
,41369.604166666664,0.8360763,0.0,437.7,6.35
,41369.625,-0.819879181,0.0,300.0,6.55
,41369.645833333336,-0.414123371,0.0,250.07,6.66
,41369.666666666664,0.422508419,0.0,174.0,6.5
,41369.6875,0.478187752,0.0,146.21,6.5
,41369.708333333336,-1.17860979,1.0,111.14,6.45
,41369.729166666664,0.57902341,0.0,83.0,6.3
,41369.75,0.520315849,0.0,69.36,5.94
,41369.770833333336,0.712613469,0.0,30.79,5.48
,41369.791666666664,1.461151719,0.0,1.0,4.71
,41369.8125,0.995236689,0.0,-4.71,4.04
,41369.833333333336,1.555507908,0.0,-5.0,3.64
,41369.854166666664,1.142150107,0.0,-5.29,3.33
,41369.875,1.175101372,0.0,-5.29,3.02
,41369.895833333336,1.216593244,0.0,-4.43,2.71
,41369.916666666664,1.916035983,0.0,-4.43,2.51
,41369.9375,1.450082725,0.0,-4.71,2.2
,41369.958333333336,1.571660212,0.0,-4.71,1.79
,41369.979166666664,-1.209013568,2.0,-2.71,1.64
,41370.0,1.332914551,0.0,-3.29,1.59
,41370.020833333336,1.184437123,0.0,-5.29,1.18
,41370.041666666664,1.200321217,0.0,-5.29,0.92
,41370.0625,1.510274464,0.0,-5.29,0.67
,41370.083333333336,0.585504357,0.0,-5.0,0.2
,41370.104166666664,1.236768524,0.0,-5.0,0.05
,41370.125,1.048085292,0.0,-5.0,-0.05
,41370.145833333336,0.663316757,0.0,-5.29,-0.31
,41370.166666666664,0.934661674,0.0,-5.29,-0.61
,41370.1875,0.905788552,0.0,-5.29,-0.77
,41370.208333333336,0.955609235,0.0,-5.29,-0.87
,41370.229166666664,0.717624284,1.0,-2.14,-1.08
,41370.25,-2.726698438,1.0,27.29,-1.33
,41370.270833333336,-0.300961345,1.0,93.07,-1.28
,41370.291666666664,0.56863297,1.0,181.0,-0.51
,41370.3125,1.977559613,1.0,266.07,0.61
,41370.333333333336,0.796886947,0.0,343.4,1.84
,41370.354166666664,3.457632372,1.0,445.1,2.87
,41370.375,-1.358891908,0.0,550.9,3.74
,41370.395833333336,0.659746298,1.0,469.1,4.15
,41370.416666666664,2.869713475,1.0,677.7,4.56
,41370.4375,-1.367312086,1.0,784.6,5.27
,41370.458333333336,0.503141779,0.0,730.9,5.43
,41370.479166666664,0.779463749,1.0,638.9,5.99
,41370.5,0.792310926,1.0,608.0,6.2
,41370.520833333336,0.75777948,0.0,739.4,6.6
,41370.541666666664,1.54554576,1.0,596.6,7.12
,41370.5625,1.187856051,0.0,521.7,6.91
,41370.583333333336,2.067299922,0.0,670.9,7.58
,41370.604166666664,1.837444209,1.0,667.4,7.94
,41370.625,1.844282279,0.0,584.0,8.4
,41370.645833333336,1.859185428,0.0,530.3,8.6
,41370.666666666664,1.870369646,0.0,464.0,8.65
,41370.6875,1.37049045,1.0,268.21,8.55
,41370.708333333336,0.198136736,1.0,229.36,8.35
,41370.729166666664,0.783223872,0.0,149.86,8.55
,41370.75,0.246870836,1.0,81.21,8.29
,41370.770833333336,0.36957903,0.0,30.0,8.04
,41370.791666666664,-0.110556265,1.0,-2.43,7.12
,41370.8125,0.0739,2.0,-5.29,5.99
,41370.833333333336,6.206572694,1.0,-5.86,4.45
,41370.854166666664,11.61159593,1.0,-5.57,3.53
,41370.875,5.860001434,0.0,-5.57,2.92
,41370.895833333336,5.774022461,0.0,-5.57,2.3
,41370.916666666664,4.168856916,1.0,-5.29,2.05
,41370.9375,0.871189943,1.0,-5.29,1.28
,41370.958333333336,-0.268507291,1.0,-5.0,1.13
,41370.979166666664,-0.837693337,0.0,-5.29,0.56
,41371.0,0.697604534,2.0,-4.71,0.26
,41371.020833333336,-1.17229297,1.0,-5.0,-0.15
,41371.041666666664,-0.256425115,2.0,-4.71,-0.51
,41371.0625,-0.0678,2.0,-5.0,-1.23
,41371.083333333336,-1.221746701,1.0,-4.71,-2.25
,41371.104166666664,1.266268728,1.0,-4.71,-2.3
,41371.125,-4.36287945,1.0,-5.0,-2.36
,41371.145833333336,-0.701490743,1.0,-4.43,-2.61
,41371.166666666664,-1.427477128,1.0,-4.43,-2.61
,41371.1875,-0.762480701,1.0,-4.43,-3.12
,41371.208333333336,-1.560130659,1.0,-4.43,-3.28
,41371.229166666664,-0.255357658,2.0,2.14,-3.17
,41371.25,-0.782038262,1.0,50.07,-3.43
,41371.270833333336,-1.383104702,2.0,148.21,-2.56
,41371.291666666664,3.905112201,1.0,181.36,-0.87
,41371.3125,24.94132635,1.0,200.57,-0.87
,41371.333333333336,8.219128389,1.0,313.1,0.51
,41371.354166666664,71.08170855,1.0,365.1,2.3
,41371.375,8.026967979,1.0,415.4,3.38
,41371.395833333336,-7.488395051,2.0,530.9,4.86
,41371.416666666664,0.40605355,0.0,642.3,5.53
,41371.4375,0.728502036,0.0,676.6,6.04
,41371.458333333336,-2.017765904,1.0,742.9,6.35
,41371.479166666664,2.355181915,1.0,728.6,6.76
,41371.5,-5.339293461,2.0,692.6,7.12
,41371.520833333336,0.425288012,2.0,617.7,7.22
,41371.541666666664,-0.595226446,0.0,646.9,7.32
,41371.5625,-1.494378864,1.0,545.7,7.32
,41371.583333333336,0.311388501,2.0,550.9,7.48
,41371.604166666664,0.929972102,1.0,452.6,7.27
,41371.625,-0.617117293,0.0,434.3,7.27
,41371.645833333336,-0.207438462,0.0,397.1,7.32
,41371.666666666664,0.806437239,0.0,313.1,7.07
,41371.6875,-0.321251777,0.0,272.71,6.91
,41371.708333333336,0.361276333,0.0,208.07,6.6
,41371.729166666664,0.499960596,0.0,116.79,6.3
,41371.75,0.15345705,0.0,59.5,6.04
,41371.770833333336,0.12122304,2.0,19.0,5.68
,41371.791666666664,0.21732913,1.0,-1.29,5.38
,41371.8125,0.46387106,0.0,-3.29,5.07
,41371.833333333336,-0.416104049,1.0,-3.0,4.66
,41371.854166666664,0.481837054,0.0,-3.0,4.15
,41371.875,2.10422247,0.0,-2.71,4.1
,41371.895833333336,4.255129579,0.0,-2.71,4.25
,41371.916666666664,1.314014842,0.0,-1.86,4.2
,41371.9375,1.527131249,0.0,-1.86,4.1
,41371.958333333336,0.534192841,2.0,-1.86,4.2
,41371.979166666664,1.272630054,0.0,-1.86,4.15
,41372.0,1.750267104,1.0,-1.57,3.99
,41372.020833333336,1.826533965,0.0,-2.14,3.69
,41372.041666666664,1.174466345,0.0,-1.57,3.43
,41372.0625,0.976849357,0.0,-1.57,3.28
,41372.083333333336,0.0824,2.0,-1.86,3.23
,41372.104166666664,0.98224615,0.0,-1.86,3.23
,41372.125,0.734585578,0.0,-2.14,3.28
,41372.145833333336,1.207328257,1.0,-1.86,3.07
,41372.166666666664,1.653922148,1.0,-1.86,3.07
,41372.1875,0.755779898,0.0,-1.57,3.07
,41372.208333333336,1.310991217,0.0,-1.29,3.02
,41372.229166666664,1.416860645,0.0,0.14,2.92
,41372.25,1.33743804,0.0,10.43,3.02
,41372.270833333336,1.485237888,0.0,26.0,2.97
,41372.291666666664,0.669184764,0.0,54.43,3.12
,41372.3125,-0.816497233,2.0,61.14,3.28
,41372.333333333336,-1.104605823,1.0,169.57,3.64
,41372.354166666664,0.729677651,1.0,268.0,4.35
,41372.375,-0.527255586,1.0,330.3,4.81
,41372.395833333336,-1.229878217,1.0,370.9,5.53
,41372.416666666664,0.941865751,2.0,382.9,6.3
,41372.4375,1.514698237,1.0,431.4,7.07
,41372.458333333336,-0.557919819,2.0,492.0,7.63
,41372.479166666664,-2.243846549,1.0,552.0,8.45
,41372.5,-1.170131885,1.0,609.7,8.86
,41372.520833333336,0.630303297,1.0,485.1,8.91
,41372.541666666664,-0.470805541,2.0,133.43,8.29
,41372.5625,1.439768437,1.0,195.07,8.14
,41372.583333333336,0.684481719,1.0,154.43,8.09
,41372.604166666664,-1.014843559,2.0,211.5,7.94
,41372.625,0.282748214,0.0,191.43,8.14
,41372.645833333336,1.154643988,1.0,137.64,8.19
,41372.666666666664,-1.150341108,2.0,96.36,8.45
,41372.6875,1.299434203,0.0,129.14,8.6
,41372.708333333336,1.172089527,0.0,72.07,8.29
,41372.729166666664,-0.874311755,1.0,22.64,7.94
,41372.75,-43.36051183,0.0,9.79,7.32
,41372.770833333336,1.115972532,1.0,2.86,6.91
,41372.791666666664,2.490788364,0.0,0.71,6.45
,41372.8125,0.991141859,0.0,-1.86,6.14
,41372.833333333336,2.455318142,0.0,-1.57,6.04
,41372.854166666664,1.623380977,1.0,-1.57,5.89
,41372.875,-0.929911538,0.0,-1.29,5.53
,41372.895833333336,1.492008371,0.0,-1.29,5.27
,41372.916666666664,0.613472945,2.0,-1.0,5.07
,41372.9375,1.849019552,1.0,-1.0,4.92
,41372.958333333336,1.234473618,0.0,-1.29,4.56
,41372.979166666664,0.0636,2.0,-2.71,4.3
,41373.0,0.93039614,0.0,-4.14,3.79
,41373.020833333336,2.08489648,0.0,-2.71,3.38
,41373.041666666664,2.915134913,0.0,-1.57,3.28
,41373.0625,1.074627223,0.0,-1.29,3.12
,41373.083333333336,1.239735034,0.0,-1.0,3.12
,41373.104166666664,0.938091791,0.0,-1.29,3.17
,41373.125,0.312387803,1.0,-0.71,3.12
,41373.145833333336,1.69466699,0.0,-1.0,3.23
,41373.166666666664,1.855725216,0.0,-3.0,3.33
,41373.1875,0.859742607,1.0,-1.86,3.23
,41373.208333333336,1.313983914,0.0,-0.71,3.07
,41373.229166666664,1.863179382,0.0,0.43,3.07
,41373.25,1.489890647,0.0,6.36,3.17
,41373.270833333336,1.100381462,0.0,17.64,3.33
,41373.291666666664,1.443246001,0.0,32.07,3.48
,41373.3125,-0.0475,2.0,36.21,3.64
,41373.333333333336,0.805425718,0.0,56.36,3.84
,41373.354166666664,3.642325707,1.0,133.36,4.1
,41373.375,1.225459015,1.0,199.0,4.66
,41373.395833333336,-0.490265893,0.0,154.36,5.02
,41373.416666666664,1.304242284,1.0,109.79,5.17
,41373.4375,2.760814742,0.0,163.93,5.53
,41373.458333333336,1.83116429,1.0,79.0,5.73
,41373.479166666664,0.882121761,0.0,84.57,5.89
,41373.5,-0.575681822,1.0,187.93,5.99
,41373.520833333336,1.95253608,1.0,99.5,6.2
,41373.541666666664,0.831830949,1.0,193.29,6.45
,41373.5625,-0.342046013,2.0,193.71,6.76
,41373.583333333336,0.308695099,0.0,141.36,6.6
,41373.604166666664,0.297901837,0.0,86.21,6.4
,41373.625,1.07973367,2.0,102.36,6.3
,41373.645833333336,0.179069828,0.0,92.93,6.14
,41373.666666666664,-0.239492018,2.0,64.36,6.14
,41373.6875,-2.138949303,1.0,64.5,6.04
,41373.708333333336,0.629433803,1.0,56.5,5.99
,41373.729166666664,0.687060489,0.0,40.21,5.99
,41373.75,0.675115576,0.0,27.0,5.99
,41373.770833333336,0.738487202,0.0,9.93,5.99
,41373.791666666664,1.380241039,0.0,0.71,5.89
,41373.8125,1.482583942,0.0,-1.57,5.73
,41373.833333333336,-0.837184397,1.0,-1.86,5.58
,41373.854166666664,-0.508160589,2.0,-1.57,5.43
,41373.875,1.867893729,1.0,-1.0,5.27
,41373.895833333336,2.740174487,1.0,-1.0,5.12
,41373.916666666664,1.462751062,1.0,-0.71,5.02
,41373.9375,0.984584332,0.0,-0.71,4.97
,41373.958333333336,1.245091299,0.0,-0.71,5.02
,41373.979166666664,2.963939176,0.0,-0.43,5.07
,41374.0,0.871575762,1.0,-0.71,4.97
,41374.020833333336,1.702846587,1.0,-0.43,4.97
,41374.041666666664,-0.172986082,2.0,-0.43,4.97
,41374.0625,2.276056149,1.0,-0.71,4.92
,41374.083333333336,0.959454655,0.0,-0.71,4.92
,41374.104166666664,1.473562698,1.0,-1.29,4.86
,41374.125,1.48639281,0.0,-3.29,4.45
