date_combined,co2_flux(µmol/s/m^2),qc_co2_flux,Rg(W/m^2),Tair(degC),Rg
37664.604166666664,-0.888538287697303,2.0,91.0,7.3,
37664.625,-3.64188846569645,1.0,23.0,6.8,
37664.645833333336,1.41875503527333,0.0,26.0,6.7,
37664.666666666664,1.3101051371144,0.0,4.0,6.5,
37664.6875,2.53457473211977,0.0,0.0,6.5,
37664.708333333336,3.81533392497464,0.0,0.0,6.3,
37664.729166666664,2.96745343816122,1.0,0.0,6.0,
37664.75,2.04336494357757,1.0,0.0,5.9,
37664.770833333336,1.19988441912225,1.0,0.0,5.9,
37664.791666666664,1.23126549238466,0.0,0.0,5.8,
37664.8125,4.00056406810691,1.0,0.0,5.6,
37664.833333333336,0.950730105173607,2.0,0.0,5.5,
37664.854166666664,2.78311492392011,0.0,0.0,5.2,
37664.875,5.8639716847648,1.0,0.0,5.0,
37664.895833333336,-21.1740663301334,1.0,0.0,4.4,
37664.916666666664,1.54652535550691,0.0,0.0,4.3,
37664.9375,-1.6762733409046,1.0,0.0,4.1,
37664.958333333336,3.28282597067372,1.0,0.0,3.9,
37664.979166666664,4.78140775985961,0.0,0.0,3.6,
37665.0,-1.60021056840821,1.0,0.0,3.6,
37665.020833333336,-0.563528106739523,2.0,0.0,3.3,
37665.041666666664,7.75941962178352,1.0,0.0,3.0,
37665.0625,2.24384126279395,0.0,0.0,2.8,
37665.083333333336,1.63674373538008,0.0,0.0,2.5,
37665.104166666664,2.43555988185622,0.0,0.0,2.2,
37665.125,1.64165971749114,0.0,0.0,2.2,
37665.145833333336,1.72222230542194,0.0,0.0,1.9,
37665.166666666664,3.7874293667728,0.0,0.0,1.7,
37665.1875,2.09596346399181,0.0,0.0,1.6,
37665.208333333336,1.89505100622531,0.0,0.0,1.4,
37665.229166666664,-4.78046154531539,1.0,0.0,1.4,
37665.25,-2.38246065170504,1.0,0.0,1.3,
37665.270833333336,-0.835416453894469,2.0,0.0,1.2,
37665.291666666664,-1.14078513856436,1.0,0.0,1.1,
37665.3125,-5.61098065371775,1.0,0.0,1.1,
37665.333333333336,1.37546227813288,0.0,0.0,1.1,
37665.354166666664,2.69778843440558,0.0,4.0,1.0,
37665.375,2.708603791632,1.0,15.0,0.5,
37665.395833333336,2.34445548627751,1.0,29.0,0.5,
37665.416666666664,6.99122401091663,1.0,34.0,0.4,
37665.4375,1.49498220288725,1.0,37.0,0.3,
37665.458333333336,1.58597765237618,1.0,42.0,0.4,
37665.479166666664,3.33896523615281,1.0,40.0,0.4,
37665.5,-1.43659201799665,1.0,77.0,0.4,
37665.520833333336,0.787752528050935,1.0,77.0,0.3,
37665.541666666664,2.03348213425742,0.0,109.0,0.2,
37665.5625,2.24749823057479,1.0,105.0,0.1,
37665.583333333336,1.54670845683859,1.0,105.0,-0.1,
37665.604166666664,2.56379371146462,1.0,205.0,0.4,
37665.625,0.692971540180511,0.0,203.0,0.7,
37665.645833333336,2.39897828816488,1.0,131.0,1.4,
37665.666666666664,-0.761586629107656,1.0,122.0,0.7,
37665.6875,0.585672549444227,0.0,36.0,0.0,
37665.708333333336,-0.272125425669413,2.0,17.0,-0.2,
37665.729166666664,2.64896988873003,1.0,0.0,-0.7,
37665.75,-3.59801678175614,0.0,0.0,-1.1,
37665.770833333336,-0.584750005916767,1.0,0.0,-0.4,
37665.791666666664,0.474084793205832,0.0,0.0,-0.4,
37665.8125,1.31620906272398,0.0,0.0,-0.9,
37665.833333333336,0.480150435234774,0.0,0.0,-1.2,
37665.854166666664,N/A,N/A,0.0,-1.5,
37665.875,N/A,N/A,0.0,-1.3,
37665.895833333336,N/A,N/A,0.0,-0.9,
37665.916666666664,N/A,N/A,0.0,-0.7,
37665.9375,N/A,N/A,0.0,-0.5,
37665.958333333336,N/A,N/A,0.0,-0.4,
37665.979166666664,N/A,N/A,0.0,-0.3,
37666.0,N/A,N/A,0.0,-0.3,
37666.020833333336,N/A,N/A,0.0,-0.3,
37666.041666666664,N/A,N/A,0.0,-0.2,
37666.0625,N/A,N/A,0.0,-0.2,
37666.083333333336,N/A,N/A,0.0,-0.5,
37666.104166666664,N/A,N/A,0.0,-1.0,
37666.125,N/A,N/A,0.0,-1.5,
37666.145833333336,N/A,N/A,0.0,-1.6,
37666.166666666664,N/A,N/A,0.0,-2.2,
37666.1875,N/A,N/A,0.0,-2.4,
37666.208333333336,N/A,N/A,0.0,-2.7,
37666.229166666664,N/A,N/A,0.0,-2.6,
37666.25,N/A,N/A,0.0,-2.7,
37666.270833333336,N/A,N/A,0.0,-3.0,
37666.291666666664,N/A,N/A,0.0,-3.3,
37666.3125,N/A,N/A,0.0,-3.2,
37666.333333333336,N/A,N/A,29.0,-3.5,
37666.354166666664,N/A,N/A,102.0,-2.4,
37666.375,N/A,N/A,169.0,-1.2,
37666.395833333336,N/A,N/A,216.0,-0.1,
37666.416666666664,N/A,N/A,274.0,0.8,
37666.4375,N/A,N/A,341.0,0.9,
37666.458333333336,N/A,N/A,404.0,2.0,
37666.479166666664,N/A,N/A,393.0,2.4,
37666.5,N/A,N/A,373.0,3.0,
37666.520833333336,N/A,N/A,324.0,3.0,
37666.541666666664,N/A,N/A,277.0,3.0,
37666.5625,N/A,N/A,386.0,4.0,
37666.583333333336,5.46755461033856,2.0,322.0,3.6,
37666.604166666664,4.29163909414222,0.0,265.0,3.6,
37666.625,1.26522209262511,1.0,229.0,3.8,
37666.645833333336,0.646687377252237,1.0,166.0,3.3,
37666.666666666664,2.20711653796428,1.0,112.0,3.1,
37666.6875,-0.800873979375511,1.0,66.0,2.9,
37666.708333333336,-1.2783887595181,1.0,19.0,2.0,
37666.729166666664,0.840832912378947,1.0,0.0,1.6,
37666.75,0.987064612892435,0.0,0.0,1.2,
37666.770833333336,1.00381020475514,0.0,0.0,0.8,
37666.791666666664,1.11827361206146,0.0,0.0,0.6,
37666.8125,-0.937640780877047,1.0,0.0,0.4,
37666.833333333336,-1.20957122169031,0.0,0.0,0.2,
37666.854166666664,-2.11426371641851,0.0,0.0,-0.3,
37666.875,-2.74875298103648,1.0,0.0,-0.2,
37666.895833333336,0.539480789381644,1.0,0.0,-0.4,
37666.916666666664,0.96878737910291,0.0,0.0,-0.4,
37666.9375,3.10440631954455,0.0,0.0,-0.6,
37666.958333333336,4.76018984283635,1.0,0.0,-0.9,
37666.979166666664,1.45246205681085,0.0,0.0,-1.2,
37667.0,-0.374796940655437,0.0,0.0,-1.0,
37667.020833333336,-0.553582193072963,0.0,0.0,-1.6,
37667.041666666664,0.481879186454169,1.0,0.0,-2.1,
37667.0625,-0.347968299416752,1.0,0.0,-2.1,
37667.083333333336,0.565573267343433,1.0,0.0,-2.3,
37667.104166666664,0.412498937163252,0.0,0.0,-2.6,
37667.125,-0.769651801427368,1.0,0.0,-2.8,
37667.145833333336,-0.388488545837934,1.0,0.0,-2.6,
37667.166666666664,4.85640400235113,0.0,0.0,-2.4,
37667.1875,2.03318585875604,0.0,0.0,-2.8,
37667.208333333336,1.54314572600624,0.0,0.0,-2.9,
37667.229166666664,1.64335900302015,0.0,0.0,-3.1,
37667.25,1.41259178662115,1.0,0.0,-3.2,
37667.270833333336,1.25245300939983,1.0,0.0,-3.7,
37667.291666666664,1.41371020768295,1.0,0.0,-3.0,
37667.3125,-0.65268544915884,1.0,0.0,-2.9,
37667.333333333336,-1.04257710987716,1.0,74.0,-2.8,
37667.354166666664,-2.10859061337656,0.0,196.0,-1.6,
37667.375,-3.52189972146221,1.0,293.0,0.1,
37667.395833333336,4.49716017561271,1.0,342.0,0.8,
37667.416666666664,-2.62949052861339,2.0,435.0,2.0,
37667.4375,22.450539659775,1.0,457.0,2.7,
37667.458333333336,-10.0366583979778,1.0,412.0,3.3,
37667.479166666664,9.1078664743559,1.0,394.0,3.5,
37667.5,11.1219430183783,1.0,378.0,4.2,
37667.520833333336,4.45787452468562,1.0,227.0,3.6,
37667.541666666664,-3.32952310366018,2.0,190.0,3.6,
37667.5625,3.26973078847108,1.0,176.0,3.5,
37667.583333333336,1.43040102397806,1.0,183.0,3.7,
37667.604166666664,1.75836939047553,0.0,145.0,3.8,
37667.625,1.15105639182425,0.0,115.0,3.9,
37667.645833333336,0.837906607018252,1.0,79.0,3.9,
37667.666666666664,0.985176568771239,2.0,55.0,3.8,
37667.6875,-1.13736706075826,1.0,35.0,3.7,
37667.708333333336,2.67178171765589,1.0,11.0,3.5,
37667.729166666664,2.24601702991583,0.0,0.0,3.4,
37667.75,-1.78639949872536,1.0,0.0,3.1,
37667.770833333336,1.6422710913377,1.0,0.0,2.6,
37667.791666666664,1.24833044367978,0.0,0.0,2.4,
37667.8125,1.66368317028823,0.0,0.0,2.3,
37667.833333333336,1.60202774852061,1.0,0.0,2.2,
37667.854166666664,-0.384437087496377,2.0,0.0,2.1,
37667.875,3.06556255879871,1.0,0.0,2.1,
37667.895833333336,-2.0215326014905,1.0,0.0,1.9,
37667.916666666664,1.2364805677701,0.0,0.0,1.8,
37667.9375,-0.568924797586122,1.0,0.0,1.8,
37667.958333333336,1.3617066913185,0.0,0.0,1.8,
37667.979166666664,1.64723872785319,1.0,0.0,1.5,
37668.0,1.14446944662037,0.0,0.0,1.5,
37668.020833333336,-2.00636107534001,1.0,0.0,1.4,
37668.041666666664,1.53280754041381,0.0,0.0,1.2,
37668.0625,1.663819973718,1.0,0.0,0.9,
37668.083333333336,1.71792721604486,2.0,0.0,0.5,
37668.104166666664,1.27841250619423,1.0,0.0,0.5,
37668.125,1.8712211612748,1.0,0.0,0.5,
37668.145833333336,6.52420660805241,1.0,0.0,0.4,
37668.166666666664,-1.72640279248067,1.0,0.0,0.1,
37668.1875,2.58155008260576,0.0,0.0,-0.1,
37668.208333333336,1.30006635946025,0.0,0.0,-0.1,
37668.229166666664,1.43868436313868,0.0,0.0,-0.1,
37668.25,2.13220774307881,1.0,0.0,0.0,
37668.270833333336,1.63618869115142,0.0,0.0,0.1,
37668.291666666664,0.939253285882854,0.0,0.0,0.0,
37668.3125,-0.732924553499778,1.0,0.0,-0.1,
37668.333333333336,1.02858417282484,0.0,7.0,-0.1,
37668.354166666664,1.01165096917587,0.0,23.0,0.0,
37668.375,1.4977934175985,1.0,33.0,0.1,
37668.395833333336,1.53144320990851,0.0,46.0,0.0,
37668.416666666664,1.76482930313063,1.0,69.0,-0.2,
37668.4375,0.632953293514151,0.0,96.0,-0.1,
37668.458333333336,-0.699357733029847,1.0,115.0,-0.2,
37668.479166666664,1.63904478368963,2.0,158.0,-0.1,
37668.5,0.914007764528433,1.0,173.0,0.0,
37668.520833333336,0.48025327615956,1.0,362.0,0.8,
37668.541666666664,-0.424154649088407,2.0,260.0,0.8,
37668.5625,-0.525640009034107,1.0,361.0,1.7,
37668.583333333336,-0.686660590453606,1.0,383.0,2.2,
37668.604166666664,-0.399557403256072,1.0,315.0,2.1,
37668.625,0.852620862612446,0.0,268.0,2.9,
37668.645833333336,-0.814023084941312,2.0,205.0,2.8,
37668.666666666664,1.46916807732944,0.0,137.0,2.5,
37668.6875,-2.39236758963962,1.0,80.0,2.0,
37668.708333333336,1.20804307564782,1.0,27.0,1.5,
37668.729166666664,-1.02241269534773,1.0,0.0,0.9,
37668.75,0.550167012441342,0.0,0.0,0.1,
37668.770833333336,0.798082836463003,1.0,0.0,-0.4,
37668.791666666664,1.17735218338122,0.0,0.0,-0.6,
37668.8125,1.23694831479722,1.0,0.0,-1.2,
37668.833333333336,1.32300528725566,0.0,0.0,-1.2,
37668.854166666664,1.40245641008005,0.0,0.0,-1.2,
37668.875,1.77816385035958,0.0,0.0,-1.4,
37668.895833333336,2.17608176885522,0.0,0.0,-1.5,
37668.916666666664,-3.79007376267789,1.0,0.0,-1.3,
37668.9375,0.21647457960032,2.0,0.0,-1.3,
37668.958333333336,1.75270950107062,0.0,0.0,-1.3,
37668.979166666664,1.06885198503767,0.0,0.0,-1.1,
37669.0,0.920247484836989,1.0,0.0,-1.3,
37669.020833333336,0.655874455261911,1.0,0.0,-1.3,
37669.041666666664,0.879609402270895,0.0,0.0,-1.2,
37669.0625,0.771191747064698,0.0,0.0,-1.1,
37669.083333333336,0.707252905914792,1.0,0.0,-1.1,
37669.104166666664,1.5324517924674,0.0,0.0,-0.8,
37669.125,-0.823163426553143,1.0,0.0,-0.7,
37669.145833333336,1.69193005478607,0.0,0.0,-0.6,
37669.166666666664,2.53169058237531,0.0,0.0,-0.6,
37669.1875,1.03864596032163,0.0,0.0,-0.7,
37669.208333333336,1.36357267393184,1.0,0.0,-0.6,
37669.229166666664,0.658525952100768,0.0,0.0,-0.6,
37669.25,0.777250999245269,0.0,0.0,-0.6,
37669.270833333336,2.34549077208134,0.0,0.0,-0.6,
37669.291666666664,4.88030305852227,0.0,0.0,-0.6,
37669.3125,0.641231943067613,1.0,0.0,-0.7,
37669.333333333336,1.3920379245323,1.0,23.0,-0.7,
37669.354166666664,-1.07554737251106,2.0,67.0,-0.7,
37669.375,-5.97372085768173,2.0,120.0,-0.4,
37669.395833333336,0.711076614998453,1.0,285.0,-0.1,
37669.416666666664,1.26072782895647,0.0,286.0,-0.1,
37669.4375,-0.866324210925295,0.0,356.0,0.5,
37669.458333333336,1.02401170327414,0.0,418.0,1.1,
37669.479166666664,0.567201365789354,0.0,442.0,1.2,
37669.5,0.677996854509978,1.0,467.0,2.1,
37669.520833333336,1.174843222656,1.0,473.0,2.7,
37669.541666666664,2.3610874846966,1.0,460.0,3.1,
37669.5625,0.862643463182465,1.0,441.0,3.5,
37669.583333333336,0.822820429240754,0.0,404.0,3.8,
37669.604166666664,0.55175877056115,0.0,354.0,3.9,
37669.625,-1.53957741028441,1.0,296.0,4.3,
37669.645833333336,-1.63278601736422,2.0,225.0,4.0,
37669.666666666664,N/A,N/A,155.0,3.2,
37669.6875,N/A,N/A,86.0,2.8,
37669.708333333336,2.64440701790828,1.0,32.0,1.9,
37669.729166666664,2.04418740348728,0.0,0.0,1.0,
37669.75,-1.15347117787142,1.0,0.0,0.5,
37669.770833333336,-0.469827103081629,1.0,0.0,-0.1,
37669.791666666664,-0.9718678286091,0.0,0.0,-0.4,
37669.8125,0.865623817616824,0.0,0.0,-0.7,
37669.833333333336,1.67991941006749,0.0,0.0,-0.7,
37669.854166666664,2.78066553394488,0.0,0.0,-1.0,
37669.875,2.41187842126376,1.0,0.0,-1.2,
37669.895833333336,1.14567936506902,0.0,0.0,-1.3,
37669.916666666664,2.24718832582122,1.0,0.0,-1.5,
37669.9375,1.01652296815497,0.0,0.0,-1.8,
37669.958333333336,0.718674266406219,0.0,0.0,-1.9,
37669.979166666664,0.573625722778111,1.0,0.0,-2.5,
37670.0,1.25015234806839,0.0,0.0,-2.5,
37670.020833333336,1.58376217639627,0.0,0.0,-3.0,
37670.041666666664,-0.627524323985345,1.0,0.0,-2.4,
37670.0625,0.906456106146931,1.0,0.0,-2.0,
37670.083333333336,1.05784301194745,0.0,0.0,-2.3,
37670.104166666664,1.24449222493785,0.0,0.0,-2.3,
37670.125,1.7369634488088,0.0,0.0,-2.6,
37670.145833333336,1.09066887441168,0.0,0.0,-2.5,
37670.166666666664,-1.09783327916813,1.0,0.0,-2.8,
37670.1875,0.575922030045649,1.0,0.0,-3.0,
37670.208333333336,0.688175562383191,1.0,0.0,-3.4,
37670.229166666664,1.05906309431933,0.0,0.0,-3.8,
37670.25,1.0599780422715,1.0,0.0,-3.9,
37670.270833333336,-1.00863328357206,2.0,0.0,-3.9,
37670.291666666664,2.91985190011784,0.0,0.0,-3.8,
37670.3125,1.36602269823791,0.0,5.0,-3.9,
37670.333333333336,-0.469256333743474,0.0,63.0,-3.5,
37670.354166666664,-0.46394405830502,1.0,150.0,-1.9,
37670.375,-0.168176563297504,1.0,231.0,-1.7,
37670.395833333336,3.62149087668757,1.0,298.0,-0.8,
37670.416666666664,3.01029116324105,1.0,355.0,0.1,
37670.4375,3.7708458086313,1.0,392.0,0.6,
37670.458333333336,-8.06521560119672,2.0,418.0,1.5,
37670.479166666664,0.707519816328707,2.0,442.0,1.8,
37670.5,1.44996761552953,0.0,458.0,2.3,
37670.520833333336,3.86780191776507,1.0,462.0,3.0,
37670.541666666664,-5.07984837617205,1.0,458.0,3.8,
37670.5625,2.17188729643968,0.0,431.0,3.6,
37670.583333333336,-0.185024915206967,2.0,401.0,4.0,
37670.604166666664,-1.97760426416942,1.0,355.0,4.2,
37670.625,2.51444610816621,1.0,300.0,4.5,
37670.645833333336,0.231983678784536,2.0,236.0,4.4,
37670.666666666664,0.573230299061391,0.0,162.0,4.7,
37670.6875,-1.78224127271144,2.0,98.0,4.2,
37670.708333333336,0.773007055952738,1.0,37.0,3.5,
37670.729166666664,0.940294578266179,0.0,0.0,2.4,
37670.75,2.087261698398,0.0,0.0,1.8,
37670.770833333336,1.99460893510482,1.0,0.0,1.5,
37670.791666666664,0.963569771277941,0.0,0.0,0.9,
37670.8125,1.07522756714841,1.0,0.0,0.4,
37670.833333333336,-1.07753172542932,1.0,0.0,0.2,
37670.854166666664,-1.80538553004877,1.0,0.0,-0.2,
37670.875,-0.862635873682357,0.0,0.0,-0.5,
37670.895833333336,-3.01157366211608,1.0,0.0,-0.5,
37670.916666666664,-4.1198144866242,1.0,0.0,-0.6,
37670.9375,1.37750149142996,2.0,0.0,-0.6,
37670.958333333336,-0.681081245954208,1.0,0.0,-0.6,
37670.979166666664,0.891799038343966,1.0,0.0,-0.9,
37671.0,0.791596599140455,0.0,0.0,-0.7,
37671.020833333336,1.60309517914183,0.0,0.0,-1.3,
37671.041666666664,2.11012418650434,0.0,0.0,-1.5,
37671.0625,1.89160386182001,0.0,0.0,-1.2,
37671.083333333336,2.92140830008204,0.0,0.0,-1.7,
37671.104166666664,2.5670116280695,0.0,0.0,-1.9,
37671.125,1.01908303052266,0.0,0.0,-2.2,
37671.145833333336,-1.11697481548427,1.0,0.0,-2.5,
37671.166666666664,1.91473918872537,0.0,0.0,-2.3,
37671.1875,-1.85831870766937,0.0,0.0,-1.3,
37671.208333333336,3.71183524695578,0.0,0.0,-1.3,
37671.229166666664,0.475174046893003,2.0,0.0,-1.6,
37671.25,-0.40343951337663,1.0,0.0,-2.0,
37671.270833333336,2.67563043795112,0.0,0.0,-2.1,
37671.291666666664,2.90660381174594,1.0,0.0,-2.0,
37671.3125,0.938199045952577,0.0,11.0,-2.5,
37671.333333333336,-1.22323903980996,1.0,79.0,-1.7,
37671.354166666664,7.80304603274834,0.0,95.0,-1.1,
37671.375,0.0758362296127343,2.0,108.0,-0.5,
37671.395833333336,-1.58166903818008,1.0,156.0,-0.1,
37671.416666666664,1.03745491386858,0.0,183.0,0.0,
37671.4375,-1.16568685571215,0.0,191.0,0.3,
37671.458333333336,-1.32487068974441,1.0,268.0,0.9,
37671.479166666664,-1.36235753288713,0.0,422.0,1.6,
37671.5,1.96526824653422,0.0,451.0,2.0,
37671.520833333336,-2.53689614610097,1.0,480.0,3.0,
37671.541666666664,3.90183367563226,0.0,446.0,3.3,
37671.5625,-1.14286575448774,1.0,418.0,3.3,
37671.583333333336,-1.03467023666836,0.0,370.0,3.5,
37671.604166666664,-0.739079789522287,2.0,334.0,3.8,
37671.625,2.26709532496315,1.0,217.0,3.5,
37671.645833333336,-1.62685541815368,0.0,137.0,3.5,
37671.666666666664,-2.22686418215104,1.0,114.0,2.7,
37671.6875,0.796414839666502,0.0,65.0,2.3,
37671.708333333336,1.68236380521283,0.0,42.0,2.1,
37671.729166666664,3.58352679033553,0.0,0.0,1.9,
37671.75,0.976194387515191,0.0,0.0,1.5,
37671.770833333336,-1.50854226221616,1.0,0.0,1.4,
37671.791666666664,2.18367267039998,0.0,0.0,1.5,
37671.8125,1.72558081517455,0.0,0.0,1.6,
37671.833333333336,0.771830373139776,0.0,0.0,1.5,
37671.854166666664,0.966802312182925,1.0,0.0,1.3,
37671.875,-1.03899547118061,0.0,0.0,1.1,
37671.895833333336,2.50353939536987,0.0,0.0,0.9,
37671.916666666664,1.56793411844831,1.0,0.0,0.4,
37671.9375,1.25336131131972,0.0,0.0,0.7,
37671.958333333336,1.38780260967361,0.0,0.0,0.1,
37671.979166666664,0.914760302818247,1.0,0.0,0.4,
37672.0,2.40493432004896,0.0,0.0,0.8,
37672.020833333336,2.14279569639824,0.0,0.0,0.5,
37672.041666666664,2.08393056964577,0.0,0.0,0.2,
37672.0625,1.05380496431113,0.0,0.0,0.1,
37672.083333333336,1.35947559356651,1.0,0.0,0.7,
37672.104166666664,2.90115849939663,0.0,0.0,1.4,
37672.125,1.97583164398305,0.0,0.0,1.2,
37672.145833333336,0.766738777296434,0.0,0.0,1.1,
37672.166666666664,1.14274550365947,0.0,0.0,1.0,
37672.1875,0.780897583150939,0.0,0.0,1.1,
37672.208333333336,0.696968530714643,0.0,0.0,1.3,
37672.229166666664,1.66154186628629,0.0,0.0,1.6,
37672.25,1.2928951477659,0.0,0.0,1.7,
37672.270833333336,1.05617562036171,1.0,0.0,2.4,
37672.291666666664,1.07948804519718,0.0,0.0,2.8,
37672.3125,1.59312233146693,0.0,0.0,3.0,
37672.333333333336,2.44307926928515,0.0,10.0,3.1,
37672.354166666664,2.15111207267769,0.0,11.0,3.3,
37672.375,1.4994419334302,0.0,18.0,3.8,
37672.395833333336,2.24693125218621,0.0,30.0,4.1,
37672.416666666664,1.13026872773897,0.0,56.0,4.5,
37672.4375,2.77543986514478,1.0,73.0,5.0,
37672.458333333336,1.18896544938245,1.0,86.0,5.3,
37672.479166666664,1.2769451975625,1.0,99.0,5.7,
37672.5,-0.724981929625079,1.0,101.0,5.9,
37672.520833333336,0.815826941074616,1.0,130.0,6.1,
37672.541666666664,0.560164232372591,0.0,121.0,5.9,
37672.5625,1.86680304859101,1.0,143.0,6.1,
37672.583333333336,0.373701599563035,1.0,121.0,6.0,
37672.604166666664,1.15369905162846,1.0,174.0,6.2,
37672.625,0.737966473669146,0.0,101.0,6.2,
37672.645833333336,1.07888289682397,0.0,80.0,6.1,
37672.666666666664,0.409755772350319,0.0,109.0,6.2,
37672.6875,0.570079487050514,0.0,98.0,6.3,
37672.708333333336,-0.385654428164661,0.0,43.0,5.6,
37672.729166666664,0.616483542641404,0.0,6.0,4.8,
37672.75,-0.640195162844987,1.0,0.0,4.6,
37672.770833333336,-0.826331358311453,1.0,0.0,4.4,
37672.791666666664,0.356926608667448,0.0,0.0,3.8,
37672.8125,0.817018332587924,0.0,0.0,4.0,
37672.833333333336,-0.376688149676891,0.0,0.0,2.7,
37672.854166666664,-0.309100755955457,1.0,0.0,1.6,
37672.875,-0.690573268969577,2.0,0.0,2.2,
37672.895833333336,0.0847608028778175,1.0,0.0,2.3,
37672.916666666664,0.560427548540541,1.0,0.0,0.5,
37672.9375,-1.25623804336077,1.0,0.0,0.0,
37672.958333333336,0.135523227231316,2.0,0.0,0.3,
37672.979166666664,0.564411331472133,1.0,0.0,0.6,
37673.0,0.233829164206903,1.0,0.0,-0.3,
37673.020833333336,0.578090231141391,1.0,0.0,0.3,
37673.041666666664,2.9472190925093,1.0,0.0,-0.6,
37673.0625,1.88568984297736,1.0,0.0,-0.7,
37673.083333333336,2.61147684577917,1.0,0.0,-1.1,
37673.104166666664,-2.06658604571352,1.0,0.0,-1.8,
37673.125,-0.212857719741105,2.0,0.0,-1.2,
37673.145833333336,-1.345371607376,1.0,0.0,-0.7,
37673.166666666664,-0.306110967274396,0.0,0.0,-0.1,
37673.1875,1.781107600049,2.0,0.0,-1.7,
37673.208333333336,0.7376017451335,1.0,0.0,-1.3,
37673.229166666664,2.3242917444718,1.0,0.0,-1.7,
37673.25,0.824088958024084,1.0,0.0,-2.0,
37673.270833333336,-2.0002382818565,1.0,0.0,-2.3,
37673.291666666664,-11.2864759641948,2.0,0.0,-2.6,
37673.3125,12.6975234538708,1.0,5.0,-2.5,
37673.333333333336,N/A,N/A,31.0,-2.0,
37673.354166666664,N/A,N/A,67.0,-1.4,
37673.375,N/A,N/A,101.0,-0.9,
37673.395833333336,N/A,N/A,135.0,-0.5,
37673.416666666664,N/A,N/A,164.0,0.0,
37673.4375,N/A,N/A,195.0,1.0,
37673.458333333336,N/A,N/A,242.0,1.9,
37673.479166666664,N/A,N/A,236.0,2.5,
37673.5,N/A,N/A,253.0,3.8,
37673.520833333336,N/A,N/A,324.0,5.4,
37673.541666666664,N/A,N/A,447.0,7.3,
37673.5625,21.6006383608236,1.0,426.0,10.2,
37673.583333333336,7.90026059327998,1.0,393.0,10.1,
37673.604166666664,22.9767710581432,0.0,338.0,11.3,
37673.625,N/A,N/A,296.0,10.8,
37673.645833333336,N/A,N/A,206.0,10.3,
37673.666666666664,0.341910976407135,2.0,143.0,9.7,
37673.6875,0.771143047187368,0.0,98.0,9.7,
37673.708333333336,0.456973152472171,0.0,44.0,9.2,
37673.729166666664,0.395664022417038,1.0,6.0,8.6,
37673.75,-0.168813565224422,0.0,0.0,7.6,
37673.770833333336,-0.2769618996455,1.0,0.0,6.4,
37673.791666666664,-2.04555566674034,1.0,0.0,5.1,
37673.8125,7.87027629409837,1.0,0.0,4.5,
37673.833333333336,-0.325569783428429,1.0,0.0,4.1,
37673.854166666664,0.12064586504879,2.0,0.0,3.6,
37673.875,1.03316952064574,0.0,0.0,2.8,
37673.895833333336,1.97795545407558,0.0,0.0,2.2,
37673.916666666664,2.5329281389654,0.0,0.0,2.4,
37673.9375,6.3730701674258,1.0,0.0,2.0,
37673.958333333336,-0.555820065137228,2.0,0.0,1.9,
37673.979166666664,5.82490174488599,1.0,0.0,-0.8,
37674.0,0.452076463370408,1.0,0.0,-1.0,
37674.020833333336,-0.75432849181674,1.0,0.0,-1.8,
37674.041666666664,3.69197255033054,1.0,0.0,-1.0,
37674.0625,8.93329722203687,1.0,0.0,1.2,
37674.083333333336,18.2357532012308,0.0,0.0,0.4,
37674.104166666664,-0.290322850056447,2.0,0.0,1.0,
37674.125,4.32861655366103,0.0,0.0,-0.5,
37674.145833333336,1.12395993044974,1.0,0.0,0.4,
37674.166666666664,2.07188317466326,1.0,0.0,0.7,
37674.1875,4.3734031025818,0.0,0.0,0.7,
37674.208333333336,19.4723530265523,1.0,0.0,-0.5,
37674.229166666664,0.244754615566836,2.0,0.0,-0.3,
37674.25,20.3500720697954,0.0,0.0,0.4,
37674.270833333336,9.25985064386622,0.0,0.0,0.2,
37674.291666666664,-0.843925121260957,2.0,0.0,-0.3,
37674.3125,-4.0544449697232,1.0,15.0,-0.9,
37674.333333333336,4.3987237628404,0.0,78.0,-0.3,
37674.354166666664,5.80834431799716,0.0,168.0,0.5,
37674.375,-1.56052004388907,2.0,286.0,1.3,
37674.395833333336,8.61152662487177,0.0,296.0,2.2,
37674.416666666664,-2.66800521961588,1.0,322.0,3.7,
37674.4375,3.753987079457,1.0,375.0,5.1,
37674.458333333336,3.4475464931373,0.0,426.0,6.6,
37674.479166666664,-16.4318013902636,1.0,462.0,8.0,
37674.5,5.6231354454905,1.0,475.0,8.6,
37674.520833333336,-3.21663928026867,1.0,477.0,9.3,
37674.541666666664,3.00267584167591,0.0,468.0,9.7,
37674.5625,0.854286958491253,0.0,445.0,9.5,
37674.583333333336,3.5571739624122,1.0,409.0,9.8,
37674.604166666664,1.60944825806063,1.0,358.0,9.8,
37674.625,-2.85838667300979,1.0,305.0,9.9,
37674.645833333336,2.09552083437455,1.0,241.0,9.5,
37674.666666666664,1.34169198979493,1.0,170.0,9.1,
37674.6875,2.14031562839497,1.0,105.0,8.8,
37674.708333333336,1.3563624776292,0.0,41.0,8.1,
37674.729166666664,-1.07612423299626,1.0,0.0,7.4,
37674.75,2.02045594388039,0.0,0.0,6.9,
37674.770833333336,2.90199089128487,0.0,0.0,6.6,
37674.791666666664,-1.09618819309227,1.0,0.0,6.1,
37674.8125,1.23542709147665,2.0,0.0,5.8,
